signe,1929,1937,1973-74,1987,2000,2008,2020
credit,,,-1.131058046239724,3.537620812368559,2.043647593700424,2.0930744322436348,0.3111362569387797
standards_pret,,,,,-0.2140146411945002,-0.0724692405455175,0.08891158807330653
survalorisation,1.886968749080333,0.8095503230823012,0.574289770109571,-0.32194074940294903,4.260747768860298,1.7845844638743582,2.0798114181642275
monetaire,,,2.5402495892691346,0.16661637040844646,0.645663917012881,0.43833484760612407,0.25777110665198183
prime_risque,,0.4548596265765682,0.26365149362981544,-0.12417264092814863,0.4095307797765756,-0.027776178021699238,0.28408315999008427
fragilite,,,,0.25586103731400767,0.3730230540986641,1.166852003317709,-0.0219922710174537
surchauffe,,,2.0623637347620414,5.3295663135001105e-05,0.08683299501964749,-0.07607856504148951,-0.9647470246766947
desequilibres,,,1.0889999631691374,3.0841917987540244,1.7602787013017434,2.0431491724808453,0.5367468960059645
inegalites,,,,,,1.6733858601644886,1.3793179904054744
reflexivite,,,-0.49348350205982927,3.2399143588960246,0.46220375693601506,2.9476589748281934,1.7856163962296143
ponzi,,,1.666789823784697,4.649297483894182,1.1992597011868815,-0.12853868850633532,0.3051896017697844
pire_z,1.886968749080333,0.8095503230823012,2.5402495892691346,4.649297483894182,4.260747768860298,2.9476589748281934,2.0798114181642275
moyenne_indicative,1.8869687490803329,0.6913200909137236,0.9034179207674845,1.6401623106747334,1.2738361961175624,1.1776308160591145,0.5841861561811456
pire_z_socle_ab,1.886968749080333,0.8095503230823012,2.5402495892691346,4.649297483894182,4.260747768860298,2.9476589748281934,2.0798114181642275
moyenne_socle_ab,1.8869687490803329,0.6913200909137236,0.9034179207674845,1.6401623106747334,1.3488077064530335,1.1902685733024636,0.5283812983344842
pire_z_socle_a,1.886968749080333,0.8095503230823012,0.574289770109571,-0.12417264092814863,4.260747768860298,1.7845844638743582,2.0798114181642275
