date,value
2019-01-01,1032.925
2019-04-01,1026.807
2019-07-01,1082.646
2019-10-01,1140.219
2020-01-01,1075.503
2020-04-01,1024.736
2020-07-01,1668.078
2020-10-01,1550.877
2021-01-01,1788.855
2021-04-01,2097.733
2021-07-01,2045.054
2021-10-01,1984.145
2022-01-01,1945.085
2022-04-01,2149.546
2022-07-01,2015.264
2022-10-01,1905.647
2023-01-01,2109.986
2023-04-01,2166.239
2023-07-01,2259.934
2023-10-01,2332.854
2024-01-01,2306.716
2024-04-01,2368.759
2024-07-01,2385.002
2024-10-01,2459.456
2025-01-01,2151.37
2025-04-01,2181.6
2025-07-01,2312.404
2025-10-01,2343.642
2026-01-01,2564.638
