date,value
2016-01-01,-124580.0
2016-04-01,-125548.0
2016-07-01,-108219.0
2016-10-01,-83364.0
2017-01-01,-80027.0
2017-04-01,-61783.0
2017-07-01,-114467.0
2017-10-01,-71710.0
2018-01-01,-112903.0
2018-04-01,-229937.0
2018-07-01,-67057.0
2018-10-01,-217888.0
2019-01-01,-152854.0
2019-04-01,-7704.0
2019-07-01,-96886.0
2019-10-01,-82853.0
2020-01-01,-74483.0
2020-04-01,-6999.0
2020-07-01,21377.0
2020-10-01,-11328.0
2021-01-01,55445.0
2021-04-01,13996.0
2021-07-01,-66349.0
2021-10-01,-78475.0
2022-01-01,-134534.0
2022-04-01,-141187.0
2022-07-01,-151848.0
2022-10-01,-156573.0
2023-01-01,-97284.0
2023-04-01,-107001.0
2023-07-01,-112273.0
2023-10-01,-294423.0
2024-01-01,-161694.0
2024-04-01,-126315.0
2024-07-01,-86737.0
2024-10-01,-23268.0
2025-01-01,-124139.0
2025-04-01,-30775.0
2025-07-01,-95238.0
2025-10-01,-53914.0
2026-01-01,31103.0
