date,credit,standards_pret,survalorisation,monetaire,prime_risque,fragilite,surchauffe,desequilibres,inegalites,reflexivite,ponzi
1986-10-01,3.5376208115721677,,-0.3219407494029488,0.1687522435331008,-0.12417264092814863,0.2592748369783821,5.3295663135001105e-05,3.0841917987540244,,3.2399143588960246,4.649297483894182
1986-11-01,3.376118083462865,,-0.2735750412645852,0.22075733439752726,-0.13677885752305916,0.32358301473057033,5.3236015522123866e-05,3.0507715529734933,,3.198780217846078,4.54178077154826
1986-12-01,3.235587226712177,,-0.2504720765547571,0.3914690366096014,-0.25090947363398525,0.3021190718389581,5.3176567730677805e-05,3.0184149563666907,,3.1591743997886335,4.4413948180801155
1987-01-01,3.4802298657571966,,0.1414200336131041,0.46524875088940953,-0.09836899664092996,0.1812199314118092,-0.4797663200521531,2.9603839696897585,,1.4068066321212922,3.8393007711461213
1987-02-01,3.315234114488895,,0.23815048601354621,0.3364764724364059,0.016050434061585208,0.0166445696979718,-0.47910989062572806,2.9307390395078667,,1.4021489593142653,3.7772436317897196
1987-03-01,3.173574269465208,,0.3037478018776781,0.0891422846717441,0.041469373867841205,-0.1101564485455859,-0.47845614948487714,2.9019674386169227,,1.3975372745726167,3.718102064513017
1987-04-01,3.3463915299336002,,0.29661257509650274,-0.10768841767856463,0.11777608101356404,-0.19891457009434835,-0.223539185795413,2.887557854659724,,2.2282688760707305,3.091049237594294
1987-05-01,3.207277943441214,,0.2924934132766871,-0.4700889942126894,0.13043290171828686,-0.2627475973858202,-0.22327995074036275,2.860055256086772,,2.2136560067994915,3.057491080710919
1987-06-01,3.0853176308237025,,0.3639168545853474,-0.7672724292110426,0.10487796548661181,-0.2897110357599549,-0.22302161560689668,2.833324026121497,,2.199327024549086,3.0250029459020467
1987-07-01,3.144325194116137,,0.49299065968340267,-1.0414741785389934,0.11755848899064716,-0.2218076139078074,-0.2503567796059714,2.7583282742404567,,2.005465576160717,2.651253705299855
1987-08-01,3.0256163792690436,,0.6026002886255664,-1.211344890223434,0.19399977846915678,0.015281428919176799,-0.25006485632464226,2.734230793064076,,1.9944506384252125,2.6294100021086155
1987-09-01,2.92023609741457,,0.5318997385350557,-1.3707806206938296,0.19387788236237194,0.37354650215130225,-0.24977395200105773,2.7107542118194563,,1.983615309967865,2.608097621741763
1987-10-01,2.7725879583035407,,-0.18141112540555435,-1.4377362538933613,0.2320563659812823,0.7639839727060119,-1.6345610980284608,2.6724657718377833,,2.9459049311341565,2.6783905186536354
1987-11-01,2.689141986821154,,-0.3902797297937546,-1.5794771754704156,0.0786145779006263,0.9066460426385636,-1.6280274658431348,2.6505018847581705,,2.915145139586733,2.6560679279060646
1987-12-01,2.6130716100390017,,-0.41161338909994755,-1.8585951648585246,0.12969707448210216,0.7586616414862568,-1.6215716053041789,2.6290709364274787,,2.8853294445062616,2.6342944839170808
1988-01-01,2.633682971656651,,-0.2893201357342499,-1.7857597024474063,0.11682753015178586,0.4279132029766312,-1.4925057744486256,2.092139466186196,,2.542973542836454,2.3038717253602328
1988-02-01,2.558368442560044,,-0.24580924433659904,-1.5122207584038914,0.07836274362157597,0.10137568295585732,-1.487292835152123,2.0808084003958576,,2.5225506381176297,2.289104331321112
1988-03-01,2.4895430371913156,,-0.2054613502768857,-1.3128835421805387,0.12953731880232133,-0.08577835898821004,-1.4821341727655946,2.06965954416979,,2.5026121763879394,2.274617414714843
1988-04-01,2.553099310018822,,-0.20511160519804933,-1.2357977699549474,0.0653926279270041,-0.15590037436294382,-1.6113942220164441,1.7493174985888296,,3.279642453861766,2.2203372853559635
1988-05-01,2.488357028727145,,-0.24828430656144154,-1.093102506219463,0.18073923693468977,-0.13660208278316593,-1.6051658592976341,1.7421942260794434,,3.2387103086432045,2.207032045099862
1988-06-01,2.4286203477001833,,-0.16855185669077136,-0.9415012054980066,0.18062743605054146,-0.09714693719175405,-1.5990092054271823,1.7351573120719619,,3.1992737880159594,2.193963255081014
1988-07-01,2.403590795999268,,-0.24857687652919475,-0.8797313492694993,0.16768056773428294,-0.073183083993878,-1.6541882354688107,1.644727086651492,,1.9316771672101631,2.195555926708176
1988-08-01,2.3497556454838993,,-0.28758181775305014,-0.945858723439997,0.23179025580533208,-0.08656956973280143,-1.647589769598873,1.638649183584548,,1.9219329366230509,2.182717865272298
1988-09-01,2.299681844985057,,-0.27374523049989186,-1.0374260331774043,0.25734323580587987,-0.1274603899054435,-1.6410696852616027,1.6326382018661953,,1.9123347652663136,2.1701024901871375
1988-10-01,2.2647012587802955,,-0.19812629228530904,-1.1399625250285281,0.48856325869343986,-0.16778254941836676,-0.3185989460958824,1.787322541136015,,4.113577658935105,2.038446508803215
1988-11-01,2.217444157892335,,-0.2375149940101694,-0.9936438950959616,0.3210229970025822,-0.1877803364575269,-0.3182261190152149,1.7798942380370555,,4.037025569673058,2.0279430767854154
1988-12-01,2.1732394289779218,,-0.20940158318142404,-0.9873694585659822,0.2564684457877346,-0.19150145851662914,-0.3178545980386887,1.77255783404918,,3.964594758302141,2.0176004180723153
1989-01-01,2.3658510278387586,,-0.13195119652950765,-1.2399352385901297,0.3206859233679983,-0.19092381161166697,-0.6071792408734752,1.5424014375856485,,3.4104978615852946,2.4273514233157876
1989-02-01,2.3025227151035907,,-0.0906162460131493,-1.552937962452076,0.39776691619782634,-0.20490707103081626,-0.606301686132168,1.5372628906904542,,3.365680396521742,2.4107697620685897
1989-03-01,2.244594403646372,,-0.1086766066350473,-1.7265112379027814,0.5263569698013573,-0.23099144475016964,-0.6054279275024924,1.532175389377592,,3.3225849227741406,2.3945234494867407
1989-04-01,2.169211267535968,,0.0036595035971989792,-1.9032778726242476,0.5904071497253837,-0.24118082923808185,-0.14691515702294833,1.313229981106489,,1.8864639531966858,2.811833313588375
1989-05-01,2.122019192359625,,0.05801651162093345,-2.0209086773942393,0.49967157617480584,-0.2322151121070169,-0.1467577441519885,1.3097206153993728,,1.8774655234282005,2.787227764465098
1989-06-01,2.078138426727766,,0.10757274264126951,-1.9589394903065809,0.4476932133918518,-0.21583274966890426,-0.14660083620771955,1.3062392515090127,,1.8685947054992138,2.763257226388079
1989-07-01,1.9564546766048483,,0.253055303876176,-1.7500326465108114,0.4344669754681835,-0.20015865617306702,-0.27236745324851996,1.1168797743173589,,2.6798422628165164,3.2303885148012728
1989-08-01,1.91983163589171,,0.33129368637157336,-1.5248037268791832,0.45999321620045547,-0.1780650820658795,-0.2720624808369901,1.1144312597191741,,2.657162821972323,3.194435469643721
1989-09-01,1.885444986568995,,0.3289352700707371,-1.3536460068227487,0.4855067539619087,-0.12191056377200671,-0.27175853075633083,1.1119987886019471,,2.635049777623737,3.159656984525714
1989-10-01,1.8816889986003573,,0.3527458980013552,-1.1866279866526044,0.49808026466018485,-0.031199446105601308,-0.5674512889629532,1.179966822912897,,1.4451547108266058,3.429256657683882
1989-11-01,1.846525117098589,,0.30920029441659447,-1.1368192592347017,0.4589185617232734,0.06220960813212951,-0.566673919609902,1.1772295326645246,,1.4405339486203783,3.3869967326588095
1989-12-01,1.813474483361959,,0.3534029378200322,-0.997183686500127,0.40683593566267623,0.15058364363004126,-0.5658997379710979,1.1745112162685143,,1.4359572548833288,3.3462618987108455
1990-01-01,1.7914417303376553,,0.17185134254684323,-0.8645627646346887,0.41950413132385733,0.18174316159206402,-0.2049690034495204,1.1805704624275053,,1.222538992425549,3.2682804334335596
1990-02-01,1.7601331960467794,,0.11295342850246108,-0.7132107092228093,0.4580706709727323,0.12580914121526374,-0.20474913701510353,1.1778459949243223,,1.2193992780138834,3.2315640949075486
1990-03-01,1.7305870370346137,,0.14842734156297493,-0.6764207726863418,0.5613963338323298,-0.019670295048084742,-0.20452997667763897,1.1751403146947694,,1.2162836459933064,3.1960582615550903
1990-04-01,1.7254488436431787,,0.19432868221423716,-0.6127399113553734,0.5609653226037351,-0.16891797175464238,-0.8939343460171568,0.9256180574966766,,0.8489820330549563,3.0243933571426584
1990-05-01,1.6952794647619804,,0.2572947755107195,-0.6981771721301402,0.43086607019147777,-0.2013201913256563,-0.8922880616035741,0.9239701606245034,,0.8474865963527585,2.9949868819933814
1990-06-01,1.666800487887741,,0.30345876314328984,-0.7494248952741958,0.404619042544225,-0.0565217330137522,-0.8906508453805669,0.9223310394407731,,0.8459990395263653,2.966422014367904
1990-07-01,1.6120654805904937,,0.007630655871512904,-0.9361150331189203,0.4043451559928785,0.20428313217248975,-1.1614389007268264,1.0375558926525226,,1.279845116455286,2.714617167187553
1990-08-01,1.5833810847924772,,-0.1642004787712798,-1.0064837840990393,0.3521191544628418,0.4171470323465855,-1.1586642094116182,1.0355021063561987,,1.2764121448957246,2.6929183637364975
1990-09-01,1.5562863170650985,,-0.2583646287621001,-1.0851373586764033,0.24792151976961802,0.4665978526773819,-1.1559093229420279,1.033460475742274,,1.273006668562258,2.671731851372557
1990-10-01,1.5475912974521016,,-0.13695048390302483,-1.29911064556467,0.07871041631360141,0.35751866948851074,-0.8173843907131926,0.6615029629187638,,1.0382149751713197,2.9732201869532258
1990-11-01,1.517568620988867,,-0.09644263973310806,-1.492605076415174,-0.06447453024822428,0.1224162832527025,-0.816005595823429,0.6606015219813225,,1.0360337783469356,2.9454926580429035
1990-12-01,1.48928215670358,,-0.024347234157030856,-1.6152210557954498,-0.14255687377292572,-0.15744955623409265,-0.81463375937556,0.6597037582140625,,1.0338662806947465,2.91852685195313
1991-01-01,1.5299777154271064,,0.1902757460301741,-1.5896685150787149,-0.1815539427067259,-0.3950086404723824,-0.9507577578788342,-0.679097733934663,,0.09778430902015053,3.1706627913917
1991-02-01,1.5021357488688283,,0.3812156177067141,-1.5372844601115951,0.04014452667236729,-0.5808991626612984,-0.9489383987066103,-0.678162443194791,,0.09768514189114264,3.1376915354417814
1991-03-01,1.4758345637756856,,0.4316754867945734,-1.4610330967901684,0.14445937756441005,-0.6901629679511843,-0.9471294511680732,-0.6772310083279826,,0.0975862758659851,3.105728137950398
1991-04-01,1.5755379127954283,,0.41594855015755744,-1.4734275033272861,0.2487661760859315,-0.7058184256106974,-0.7016729778991729,-0.25217489475833055,,-0.18355018690392375,2.61798367555485
1991-05-01,1.5494831165621907,,0.402580540536599,-1.3331694956793645,0.3530532099114927,-0.6667324868056966,-0.7006268037687838,-0.2519236106225054,,-0.18336072320952665,2.5986642693643858
1991-06-01,1.5248034826107926,,0.40012360193845065,-1.3822717906807618,0.418125993021186,-0.6094020301667209,-0.6995852979128587,-0.2516730762848276,,-0.18317184505610404,2.5797664658645876
1991-07-01,1.5044542301700767,,0.4862301944876729,-1.4586699250650328,0.4962342928708091,-0.5542595682091533,0.4715908853908129,0.11022988662299066,,-0.29031982029419123,2.298893056315494
1991-08-01,1.4792110625979238,,0.5305912728104958,-1.6719036990122147,0.48280989188221507,-0.4989934866020407,0.47101848363804016,0.11012595405271497,,-0.29000731874758673,2.285365373947879
1991-09-01,1.4552786804556144,,0.5132614058143564,-1.8103784253974808,0.48246912327568536,-0.46331546513446203,0.4704481619405597,0.11002231492153042,,-0.28969582435480434,2.272073801933561
1991-10-01,1.4521702418667743,,0.7475279047732296,-1.7962406662952,0.429800021093823,-0.4611133461402388,1.248373005443673,0.15663685273719286,,-0.7604823310650402,2.3006822378080414
1991-11-01,1.4285844421685434,,0.7401857173697642,-1.7630693768314694,0.3902413740862343,-0.49389372098654366,1.2452213599688802,0.15648818417150068,,-0.7592973277015281,2.287202172323463
1991-12-01,1.4061709275266592,,0.756163331139339,-1.4176794852881887,0.41617645052798424,-0.565650118844441,1.2420934793866103,0.15633993814337,,-0.7581178500045329,2.2739563867693136
1992-01-01,1.424784686649879,,0.8203633513322612,-1.558987876797931,0.4421012680062103,-0.6616386143893531,1.120150229936949,0.2161558753392999,,-0.7220017424458605,2.199326802897332
1992-02-01,1.4022564423696036,,0.7987854049645831,-1.665603759226467,0.4286930753698054,-0.7297596083685748,1.1176720598349756,0.21594742145771997,,-0.7209237595711325,2.1874339581021114
1992-03-01,1.380812409019515,,0.7652913026997505,-1.7345149817096837,0.4808571522821168,-0.7462166574549345,1.1152102756096596,0.21573956955505436,,-0.7198505935907803,2.175732048157751
1992-04-01,1.3650530441222715,,0.7110651110536839,-1.9136258580138603,0.5067571166133014,-0.7530650575543096,1.5575103451507621,0.4307565119589077,,-0.5298727409526485,1.8028036065034387
1992-05-01,1.3444035725877066,,0.7499190177074923,-1.9717864951294475,0.5457645509817589,-0.800146494946933,1.5523113280387075,0.4302884913373901,,-0.5292106818030875,1.7957307754933487
1992-06-01,1.3246977679555945,,0.7113170585902607,-1.9521187335662313,0.5716179601508133,-0.8694000630682007,1.5471640568604321,0.4298219934210185,,-0.5285510992304594,1.7887405782936834
1992-07-01,1.290042609257738,,0.7648685978229068,-1.9732864066684013,0.6499748939377208,-0.881009262360805,0.4932251329641948,0.5862707956490066,,-0.170963751911522,2.046054305138972
1992-08-01,1.2706489747469583,,0.7752516332331215,-1.8377531708813082,0.7413822412467818,-0.8191082415504359,0.49263040831127825,0.5855526706505308,,-0.17079315424979344,2.0363238371161545
1992-09-01,1.252126352680316,,0.773074245010682,-1.7887670238875517,0.7407334882514404,-0.7890768847649768,0.4920378306862535,0.5848371793181122,,-0.17062306630211585,2.0267309400108187
1992-10-01,1.2417628419614146,,0.9049323809084495,-1.8273710043889961,0.5429691762582398,-0.8521648306227523,-0.594197492836906,0.7637619593057098,,-0.25856437913481306,1.6228604723748024
1992-11-01,1.2235481770186858,,0.9545707949286599,-1.8299428888593245,0.5294238524282867,-0.9547096262883839,-0.5934221798145216,0.7626654996205039,,-0.2582984618858643,1.6174729167318052
1992-12-01,1.206139347440233,,1.020664024659482,-1.7708702959297635,0.5685053158575484,-1.0508485534055327,-0.5926498952903563,0.7615737513045585,,-0.2580333635111235,1.6121386897521737
1993-01-01,1.3508830525336932,,1.0534780155285175,-1.8514878941592496,0.6601858722649895,-1.1740885079511516,0.20219464641655063,0.6205991902915793,,-0.18377983078989563,1.5890277386178095
1993-02-01,1.3322833516316046,,1.0763913603582027,-1.83137431180054,0.7649250193539519,-1.2830596516403843,0.20199294170258572,0.619824038496647,,-0.18359775093941344,1.583937562626703
1993-03-01,1.31446316964637,,1.108844906695224,-1.7064751864277217,0.908979859681686,-1.3223254640341653,0.20179183949023688,0.6190517854398876,,-0.1834162112468695,1.5788960156780816
1993-04-01,1.4814970714577715,,1.0479750784148103,-1.7101551466923954,0.7633002003829725,-1.2378777175470477,-0.28109668813857497,0.815248439199133,,-0.4307842358314164,1.2910708648598672
1993-05-01,1.4616191091611548,,1.0532663678556409,-1.5516231269436365,0.6309552481443823,-1.0842391747339553,-0.2808076397395176,0.814031213335866,,-0.43029743827348615,1.28795633760518
1993-06-01,1.4425185436097214,,1.0618737799935298,-1.4005184539675712,0.6831524694763068,-1.0660413969885267,-0.280519481336015,0.8128194265753694,,-0.42981228782514336,1.2848642548674292
1993-07-01,1.5691363707974109,,1.0974036144865236,-1.3370340136472127,0.6562406618580713,-1.1861561797334805,0.36574373779006564,0.8366362143301495,,-0.6689148102918893,1.2212554999741554
1993-08-01,1.5479376909075029,,1.1229740471613538,-1.284098715607608,0.6688976174416019,-1.2634100817608473,0.36535077402498356,0.8353673745518491,,-0.6679970128933095,1.2185176272488696
1993-09-01,1.5275516979325723,,1.1412484785687724,-1.1881177612955618,0.7606397613280952,-1.203150795518833,0.3649590745016658,0.8341042935809146,,-0.667082985029188,1.215798096590651
1993-10-01,1.624074909281764,,1.216840380869674,-1.1731420986685417,0.812706843869652,-0.9661277663013436,1.2499768478472648,1.1732073111723988,,-0.6023022909617611,0.9544871583932465
1993-11-01,1.6019299851778026,,1.2073058760801048,-1.2582786967714488,0.6932694783177121,-0.6670905411706426,1.2469591552772397,1.1707340067056815,,-0.6015286700015036,0.952854094167388
1993-12-01,1.58063807521796,,1.2193612417900357,-1.2713513110057368,0.6531180219229578,-0.49314036425509283,1.24396322659832,1.1682762878676132,,-0.6007580238664615,0.9512293885163646
1994-01-01,1.6560783705767141,,1.1091152928238075,-1.2629058966850848,0.6921954646448878,-0.4103779159639286,0.6919709173804206,0.9734475018097701,,-0.005630598137430061,0.8108179786129992
1994-02-01,1.633520322011978,,1.0916086595875436,-1.1998783608949397,0.7576297043103456,-0.35574804833309925,0.6910118036064535,0.9717741335563173,,-0.005625323440911602,0.8096211942366535
1994-03-01,1.6118203544863896,,1.043461655955162,-1.2798796320481216,0.7965748950180681,-0.3559036661929856,0.6900566691483615,0.9701093704053826,,-0.005620063540477598,0.808429696695841
1994-04-01,1.6153902131223907,,0.8751934648073602,-1.4094969817842344,0.8090586338477248,-0.4480370440555203,0.6895824108455636,1.1311987102976033,,-0.13989811291463172,0.6850201068277825
1994-05-01,1.5947071582537837,,0.8896794447542459,-1.3459467054151681,0.8215250484110458,-0.5543572171085231,0.6886340745432772,1.1289350603001427,,-0.1397652377296039,0.6841285824251935
1994-06-01,1.5747602009077515,,0.899030142571861,-1.3858998377074263,0.7547211822591604,-0.5968252183795034,0.687689642171286,1.1266849533406569,,-0.13963274045726204,0.6832405316068988
1994-07-01,1.538771017589668,,0.9725581946329677,-1.3306973969714315,0.7408549676783185,-0.5588678132836721,-0.1801374050343149,1.2487067488822994,,0.5833275573544452,0.6319923023916153
1994-08-01,1.51992859677743,,1.022283072533683,-1.2471603895061842,0.7666566344313361,-0.43117440057733264,-0.17996510776519137,1.2459166576870329,,0.5826029805442621,0.6312130512426318
1994-09-01,1.5017388171955262,,1.0255422378324504,-1.3067387272364421,0.8056430365028343,-0.21855972047835148,-0.17979330398239357,1.2431451960028785,,0.5818810983856997,0.630436676844173
1994-10-01,1.5195304950574855,,0.9654470937032714,-1.296524106554679,0.818133647171428,-0.00245387249040566,-0.5537031689419462,1.4006875423625778,,1.6292654883213804,0.5210641985651627
1994-11-01,1.5020278382958712,,0.9441686066654902,-1.2715358850920824,0.8041617553215611,0.11696851594975742,-0.5530363993995745,1.397085565020791,,1.6237857371546658,0.5204835637532862
1994-12-01,1.4851020548133225,,0.9108022353436122,-1.0642841706971684,0.8034361299112373,0.13675112049799387,-0.552372033898779,1.3935112480895224,,1.6183609339265028,0.5199048664295772
1995-01-01,1.4378092271929448,,1.0956948969211537,-0.9476497886328421,0.8291678154393342,0.06200065848117809,-0.8769165860792084,1.1693830514006376,,0.6289822672930012,0.46596741665215974
1995-02-01,1.4218902083580052,,1.157578059843987,-0.7846645096147162,0.8680891141369274,-0.021314606687740066,-0.8754946157823522,1.1669907549531764,,0.6281776388369009,0.4654730108330103
1995-03-01,1.4064831229175292,0.6745627118285151,1.1939936483374434,-0.6780913456960045,0.8804873290329192,-0.08542579457833255,-0.8740795446756979,1.164613089197353,,0.6273760919990767,0.4649801759530997
1995-04-01,1.5219602733315323,0.5331229380744685,1.4245400300803923,-0.6082592818297801,0.8928653521786143,-0.15483201661312884,-0.8869601553960361,1.15403411423498,,0.6472291528515878,0.45621768309268634
1995-05-01,1.5054026667998424,0.527649002819687,1.4817779203124744,-0.3200550801265979,0.9184539613568926,-0.21387875337296058,-0.8855154466207696,1.1517207206029811,,0.6463919616271314,0.45573970253922313
1995-06-01,1.4893724769942518,0.5223408734276566,1.5355755542512717,-0.039357583258094464,0.8513646315986881,-0.22279048264870702,-0.8840777786921542,1.149421191572571,,0.6455580123762041,0.45526322168066047
1995-07-01,1.5524992478572546,0.5892697284757272,1.7643962484486702,-0.07695981901824234,0.8108535147643545,-0.22740610883340168,-0.21330705555729695,0.924369763749922,,0.9740606862685426,0.3986924143447197
1995-08-01,1.5353066872885357,0.5832103249688223,1.7500552436867443,-0.09033593681499186,0.8233639654051139,-0.32961279101312513,-0.21310494171412278,0.9229033013439465,,0.972339667365429,0.39829380402978254
1995-09-01,1.5186854204546612,0.5773347728070893,1.8171608653235853,0.040638185637223545,0.8358567187453732,-0.5058111127550253,-0.21290340136389863,0.9214438001884003,,0.970627744166278,0.3978963872359584
1995-10-01,1.594616394088719,0.43309323702437313,1.9500288379073325,0.17289810442551046,0.8085973944224597,-0.602721465986195,-0.29003987405032017,0.7546732279289233,,0.6720683905341098,0.43661219702438825
1995-11-01,1.5765574052570959,0.4293441261160681,1.9894523630883478,0.2713475478815961,0.7681276812241525,-0.6058413143443513,-0.2897564224589833,0.7536650750954295,,0.6711886049082451,0.43616603660957604
1995-12-01,1.5591340745864788,0.4256909555361339,2.0564620740654087,0.3078560205906108,0.7542146817340109,-0.6138604855056974,-0.28947380042560683,0.7526609539195402,,0.6703122671387144,0.43572124157496356
1996-01-01,1.6569756119955616,-0.08260801665892738,2.108095363095612,0.3127982050120635,0.7668309643697269,-0.6869767901625432,0.6567123550151368,0.9246887656458437,,0.9239392020151205,0.3843491674845907
1996-02-01,1.6387160625558674,-0.08202857912851685,2.230907333842837,0.21855461085866762,0.7926895448538478,-0.7728578970646568,0.6558693232444017,0.9232362419797518,,0.92240308961181,0.3839725259208171
1996-03-01,1.6210761139754855,-0.08146116435851472,2.186147582540621,0.16263986434399197,0.7389495094691025,-0.7650146849323294,0.6550295314244156,0.921790545677093,,0.9208746180231743,0.3835969897365473
1996-04-01,1.672567323162949,0.2902113683655593,2.226722485243625,0.04990799966448106,0.7250688638103527,-0.6396698942046639,0.7839718410057573,0.9633211332233296,,0.32307766606517546,0.38965500098749273
1996-05-01,1.6548395102880722,0.2881046781581999,2.260103471093288,-0.08871442371619004,0.7377425880920235,-0.5104649408427068,0.7828425619060572,0.9617564139204231,,0.32275945917364024,0.389273744780835
1996-06-01,1.6376957655179751,0.2860432598800116,2.268037677882801,-0.19175429848366002,0.7238582465440973,-0.4670233565075533,0.7817181515512174,0.9601992988885223,,0.32244219085073295,0.38889360579101306
1996-07-01,1.5971505232187477,0.526822815897471,2.13318289088051,-0.15746796181300607,0.7099901083560639,-0.5168345483589618,0.02074809641420304,1.185850652668732,,0.9708814572421994,0.42485778262897483
1996-08-01,1.5809522967225638,0.5224827066491252,2.184580471001398,-0.16642480799676962,0.6828571738796403,-0.6231746865071359,0.02072968672837185,1.1834593760670378,,0.9692079094839468,0.42443387973688507
1996-09-01,1.5652722971917747,0.5182484229668839,2.2052932949448696,-0.25749511244147183,0.7221722509424499,-0.7188801335805298,0.020711325960057793,1.1810825152473006,,0.9675429913675021,0.4240112435355584
1996-10-01,1.5439344852362427,0.5667916485934736,2.3590273453707526,-0.13588067849643987,0.7348707447689253,-0.8212223458728175,0.34258793751742,0.9699909401713819,,0.16070285716789814,0.3675888446689861
1996-11-01,1.5283438785582766,0.5621411961698416,2.4659947782006917,0.11217840646301164,0.7209760905787198,-0.9347328210016668,0.34225015453545593,0.9684207312666877,,0.16055741283501293,0.3672379810005003
1996-12-01,1.5132479782440778,0.5576036995356369,2.470609442765284,0.05616384070677266,0.720391042473334,-0.9669664731982971,0.34191336894142815,0.966858127470979,,0.16041236271369247,0.3668881203497791
1997-01-01,1.4838863821373431,0.5665168122228804,2.5079695879519472,-0.03215194819443029,0.7464003138374299,-1.006895484535567,0.07519770344371615,1.1222293408452526,,0.8391629603871635,0.375159969588615
1997-02-01,1.4698226363716662,0.562036623301518,2.595283842929068,0.020754097437944374,0.7989744799779426,-1.121761829141909,0.07513133801507077,1.1201254180138722,,0.8379072833038669,0.3748019090812617
1997-03-01,1.4561712675582317,0.5576613714997322,2.5361773274564534,-0.0921935663213897,0.7982777915078016,-1.1586775444791262,0.07506514799005505,1.118033290524427,,0.8366572293636073,0.37444487208669586
1997-04-01,1.5035628095756277,0.616430065305071,2.779427579974417,-0.15650999238495367,0.8241873827284032,-1.091097771772175,0.45632599653597805,0.8073584422619884,,1.0416058400837813,0.38571148788856846
1997-05-01,1.4903353933306958,0.6115125806478002,3.0065102182556838,-0.12498478534572302,0.8101480057086948,-1.019626445105191,0.4558445230507941,0.806257099442207,,1.0397092461883721,0.3853426138175165
1997-06-01,1.47746990072243,0.6067112829628907,3.12571825347392,-0.06610151662070485,0.822742889190063,-0.9865871282653388,0.455364570879143,0.8051602538477827,,1.037822980853286,0.3849747963032788
1997-07-01,1.5517654386949211,0.39672347763496096,3.4659091304724674,0.14085715028314705,0.8220117104591793,-0.9464203663652132,1.4472877526280534,0.9830441801949845,,0.930990720037798,0.3170668859179708
1997-08-01,1.5384261153256913,0.3941615007156437,3.4218071420671405,0.24886215011003265,0.8345934738034119,-0.938277436370328,1.4433996503251056,0.9814557999684863,,0.9294807238403985,0.31677785681101606
1997-09-01,1.5254536322838168,0.39164860662358597,3.4051284908091466,0.21718435454284904,0.9004033731804376,-0.9981620452494169,1.4395427321947178,0.9798750985420281,,0.9279780553966429,0.31648961682043597
1997-10-01,1.5600302432266717,0.4448195364458503,3.4095952256196727,0.31200318175546576,0.8729172829519435,-1.040200979549178,1.1169367966643837,1.3425958074775748,,0.8262714239359479,0.3703613673944258
1997-11-01,1.5456700920311495,0.44194188585268473,3.328466768346307,0.4632209754779316,0.8987338436108109,-1.0211507270494429,1.1147673583645548,1.3395207708121777,,0.8250696054312684,0.37001422490366426
1997-12-01,1.531751044533756,0.4391194759921914,3.3751526723347647,0.47584890461084917,0.8845620948802672,-0.9695012520213593,1.1126105194735316,1.3364667771949201,,0.8238730187803355,0.36966805694937827
1998-01-01,1.7131378188677306,0.022045328991169354,3.753040229774901,0.5621965072504516,0.8570965850914614,-0.9083179648989135,1.0792671199948498,1.3263753720945215,,0.5143081104154448,0.8468796387837403
1998-02-01,1.6977562608276768,0.02193017828594974,3.9006948390792537,0.6483096304032148,0.8563144685430903,-0.9321522500477597,1.0772583285902908,1.32339890468388,,0.5137489413330656,0.8456865481203336
1998-03-01,1.6828396344848302,0.021816813095874448,4.019509333375018,0.6130079441533021,0.828889698495445,-1.000170101848976,1.075260718563947,1.3204423958518678,,0.5131915928101097,0.8444984884662133
1998-04-01,1.965089104145689,0.44755360251041354,4.098706633089782,0.6111158749558608,0.7748515395615828,-0.9862539082883519,1.0343284939182114,1.5799404560852899,,1.0870008011794154,0.8796242070318044
1998-05-01,1.9475890659399704,0.44482887830892204,4.0271006721328675,0.6720755146779431,0.8141884809453125,-0.8746160799944906,1.0324971678763188,1.5754727574739198,,1.0849724408925132,0.8783504688502433
1998-06-01,1.930645358600317,0.4421534093637918,3.9735882604405335,0.7420605424826907,0.8268097988513129,-0.752834063468538,1.0306755403629193,1.5710427631108448,,1.0829553996371735,0.8770822509413596
1998-07-01,1.9968460657675449,0.09554305996075045,3.693636063500619,0.7416831701177113,0.8260813319987721,-0.5104459093528795,0.1823898581191394,1.7877780256391402,,2.6923918813532577,0.8609375144797216
1998-08-01,1.979429896748061,0.09506931220410275,3.3951309791473614,0.722840704251326,0.7986841264029839,-0.10231960856585086,0.18222952726197572,1.7817439923596972,,2.673615586733018,0.8597196549630062
1998-09-01,1.9625768024018626,0.09460254239249993,3.1925937774567155,0.9128819824488646,0.7046219992392123,0.17618384641364992,0.18206961851050862,1.7757706705386411,,2.655226812641758,0.8585069518465197
1998-10-01,2.0034893762367516,-1.6746628977738063,3.717975156189386,0.7962225113695119,0.5439076177916998,0.25181999518087306,0.16122230601669513,1.8287933614138123,,4.992159265997737,1.0800074925071073
1998-11-01,1.9859195487575105,-1.6444316207781642,4.022680780663249,0.9249995557658778,0.38327302981566697,0.32879634259300505,0.1610822969058245,1.8224343563105336,,4.8856443095886695,1.0781161723052224
1998-12-01,1.9689459644601683,-1.6157844021426455,4.1193754541079795,1.0240829899442656,0.2761336905172295,0.5214087725615676,0.16094265194287247,1.816141251872262,,4.7856692632728866,1.0762347590180104
1999-01-01,2.07830809505649,-0.21609943431435294,4.2759296581114405,0.9653946698440782,0.2224941508342757,0.6683527768787836,0.08698041063172712,1.77190902519005,,0.4631499763002644,1.2039899833053351
